epoch,x_m,y_m,z_m,lat_deg,lon_deg,height_m,receiver_clock_s,satellites,rms_m,iterations
2012-06-14T00:00:00+00:00,-2267756.0306,5009166.7361,3221300.3857,30.5316635581,114.3572713276,42.8936,5.894686928218e-08,9,1.7741,2
